county,munic_type,municipality,system,vendor,equipment,equipment_acc
FOND DU LAC,VILLAGE,MOUNT CALVARY,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,VILLAGE,NORTH FOND DU LAC,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,VILLAGE,OAKFIELD,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,VILLAGE,ROSENDALE,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,VILLAGE,ST. CLOUD,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOREST,CITY,CRANDON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,ALVIN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,ARGONNE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,ARMSTRONG CREEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,BLACKWELL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,CASWELL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,CRANDON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,FREEDOM,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,HILES,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,LAONA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,LINCOLN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,NASHVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,POPPLE RIVER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,ROSS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOREST,TOWN,WABENO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,CITY,BOSCOBEL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,CITY,FENNIMORE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,CITY,LANCASTER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,CITY,PLATTEVILLE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
GRANT,TOWN,BEETOWN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,BLOOMINGTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,BOSCOBEL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,CASSVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,CASTLE ROCK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,CLIFTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,ELLENBORO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,FENNIMORE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,GLEN HAVEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,HARRISON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,HAZEL GREEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,HICKORY GROVE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,JAMESTOWN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,LIBERTY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,LIMA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,LITTLE GRANT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,MARION,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,MILLVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,MOUNT HOPE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,MOUNT IDA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,NORTH LANCASTER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,PARIS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,PATCH GROVE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,PLATTEVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,POTOSI,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,SMELSER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,SOUTH LANCASTER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,WATERLOO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,WATTERSTOWN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,WINGVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,WOODMAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,TOWN,WYALUSING,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,BAGLEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,BLOOMINGTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,BLUE RIVER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,CASSVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,DICKEYVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,MOUNT HOPE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,PATCH GROVE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,POTOSI,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,TENNYSON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT,VILLAGE,WOODMAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT/IOWA,VILLAGE,LIVINGSTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT/IOWA,VILLAGE,MONTFORT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT/IOWA,VILLAGE,MUSCODA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT/LAFAYETTE,CITY,CUBA CITY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GRANT/LAFAYETTE,VILLAGE,HAZEL GREEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GREEN,CITY,MONROE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,ADAMS,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,ALBANY,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,BROOKLYN,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,CADIZ,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,CLARNO,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,DECATUR,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,EXETER,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,JEFFERSON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,JORDAN,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,MONROE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,MOUNT PLEASANT,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,NEW GLARUS,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,SPRING GROVE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,SYLVESTER,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,WASHINGTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,TOWN,YORK,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,VILLAGE,ALBANY,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,VILLAGE,BROWNTOWN,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,VILLAGE,MONTICELLO,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN,VILLAGE,NEW GLARUS,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
GREEN LAKE,CITY,GREEN LAKE,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
GREEN LAKE,CITY,MARKESAN,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
GREEN LAKE,CITY,PRINCETON,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,BERLIN,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,BROOKLYN,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,GREEN LAKE,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,KINGSTON,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,MACKFORD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,MANCHESTER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,MARQUETTE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,PRINCETON,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,SENECA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GREEN LAKE,TOWN,ST. MARIE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GREEN LAKE,VILLAGE,KINGSTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GREEN LAKE,VILLAGE,MARQUETTE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
GREEN,CITY,BERLIN,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
GREEN/ROCK,CITY,BRODHEAD,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
IOWA,CITY,DODGEVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,CITY,MINERAL POINT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,ARENA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,BRIGHAM,Paper Ballot,,,ES&S AutoMARK
IOWA,TOWN,CLYDE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,DODGEVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,EDEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,HIGHLAND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,LINDEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,MIFFLIN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,MINERAL POINT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,MOSCOW,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,PULASKI,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,RIDGEWAY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,WALDWICK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,TOWN,WYOMING,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,VILLAGE,ARENA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,VILLAGE,AVOCA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,VILLAGE,BARNEVELD,Paper Ballot,,,ES&S AutoMARK
IOWA,VILLAGE,COBB,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,VILLAGE,HIGHLAND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,VILLAGE,HOLLANDALE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,VILLAGE,LINDEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,VILLAGE,REWEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA,VILLAGE,RIDGEWAY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IOWA/LAFAYETTE,VILLAGE,BLANCHARDVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,CITY,HURLEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,CITY,MONTREAL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,TOWN,ANDERSON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,TOWN,CAREY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,TOWN,GURNEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,TOWN,KIMBALL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,TOWN,KNIGHT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,TOWN,MERCER,Paper Ballot,,,Vote-Pad
IRON,TOWN,OMA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,TOWN,PENCE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,TOWN,SAXON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
IRON,TOWN,SHERMAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,CITY,BLACK RIVER FALLS,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,ADAMS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,ALBION,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,ALMA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,BEAR BLUFF,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,BROCKWAY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,CITY POINT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,CLEVELAND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,CURRAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,FRANKLIN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,GARDEN VALLEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,GARFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,HIXTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,IRVING,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,KNAPP,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,KOMENSKY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,MANCHESTER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,MELROSE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,MILLSTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,NORTH BEND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,NORTHFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,TOWN,SPRINGFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,VILLAGE,ALMA CENTER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,VILLAGE,HIXTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,VILLAGE,MELROSE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,VILLAGE,MERRILLAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JACKSON,VILLAGE,TAYLOR,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JEFFERSON,CITY,FORT ATKINSON,Optical Scan,ES&S,Eagle (w/ modem & no,ES&S AutoMARK
JEFFERSON,CITY,JEFFERSON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,CITY,LAKE MILLS,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,CITY,WATERLOO,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,AZTALAN,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,COLD SPRING,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,CONCORD,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,FARMINGTON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,HEBRON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,IXONIA,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,JEFFERSON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,KOSHKONONG,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,LAKE MILLS,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,MILFORD,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,OAKLAND,Optical Scan,ES&S,Eagle,ES&S AutoMARK
JEFFERSON,TOWN,PALMYRA,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,SULLIVAN,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,SUMNER,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,WATERLOO,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,TOWN,WATERTOWN,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,VILLAGE,JOHNSON CREEK,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,VILLAGE,PALMYRA,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON,VILLAGE,SULLIVAN,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON/DODGE,CITY,WATERTOWN,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
JEFFERSON/WALWOR,CITY,WHITEWATER,Optical Scan,ES&S,Eagle,Premier AccuVote TSX
JUNEAU,CITY,ELROY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,CITY,MAUSTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
JUNEAU,CITY,NEW LISBON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,ARMENIA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,CLEARFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,CUTLER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,FINLEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,FOUNTAIN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,GERMANTOWN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,KILDARE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,KINGSTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,LEMONWEIR,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,LINDINA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,LISBON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,LYNDON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,MARION,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,NECEDAH,Direct Recording Electronic,Sequoia,AVC Edge II 5.0.2.4,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,ORANGE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,PLYMOUTH,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,SEVEN MILE CREEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,SUMMIT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,TOWN,WONEWOC,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,VILLAGE,CAMP DOUGLAS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,VILLAGE,HUSTLER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,VILLAGE,LYNDON STATION,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,VILLAGE,NECEDAH,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,VILLAGE,UNION CENTER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
JUNEAU,VILLAGE,WONEWOC,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
KENOSHA,CITY,KENOSHA,Optical Scan,Premier,Accuvote-OS 1.96.6,Premier AccuVote TSX
KENOSHA,TOWN,BRIGHTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,TOWN,BRISTOL,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,TOWN,PARIS,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,TOWN,RANDALL,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,TOWN,SALEM,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,TOWN,SOMERS,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,TOWN,WHEATLAND,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,VILLAGE,PADDOCK LAKE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,VILLAGE,PLEASANT PRAIRIE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,VILLAGE,SILVER LAKE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA,VILLAGE,TWIN LAKES,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KENOSHA/WALWORT,VILLAGE,GENOA CITY,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
KEWAUNEE,CITY,ALGOMA,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,CITY,KEWAUNEE,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,AHNAPEE,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,CARLTON,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,CASCO,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,FRANKLIN,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,LINCOLN,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,LUXEMBURG,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,MONTPELIER,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,PIERCE,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,RED RIVER,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,TOWN,WEST KEWAUNEE,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,VILLAGE,CASCO,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
KEWAUNEE,VILLAGE,LUXEMBURG,Optical Scan,ES&S,150 Central Count,ES&S AutoMARK
LA CROSSE,CITY,LA CROSSE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,CITY,ONALASKA,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,BANGOR,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,BARRE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,BURNS,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,CAMPBELL,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,FARMINGTON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,GREENFIELD,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,HAMILTON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,HOLLAND,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,MEDARY,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,ONALASKA,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,SHELBY,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,TOWN,WASHINGTON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,VILLAGE,BANGOR,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,VILLAGE,HOLMEN,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,VILLAGE,ROCKLAND,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LA CROSSE,VILLAGE,WEST SALEM,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LAFAYETTE,CITY,DARLINGTON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
LAFAYETTE,CITY,SHULLSBURG,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,ARGYLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,BELMONT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,BENTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,BLANCHARD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,DARLINGTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
